"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000238886.1",17.363347198996,-1.44846823882971,0.417239950326408,-3.43458236475619,0.000593467688532562,0.0438392001224706
"ENSG00000147955.18",6.99879088111191,1.72603125635086,0.435117254072947,3.90611279218647,9.37927446997891e-05,0.0144867157495401
"ENSG00000233998.1",5.12345307296547,-2.16128467908651,0.48832466373553,-4.11992058491987,3.79003007066362e-05,0.00756078870433619
"ENSG00000176986.16",13.2237098744119,-1.74699086707003,0.392143527499507,-4.37289810407172,1.22607958682341e-05,0.0034718486966883
"ENSG00000251862.2",14.1345541633286,1.33319071078136,0.369368053677195,3.64081976263539,0.000271771345961274,0.0249588927993624
"ENSG00000255008.3",197.07898916778,-1.83655091217866,0.438567581278412,-4.14215223197213,3.44061838565176e-05,0.00756078870433619
"ENSG00000255717.7",4070.47557340364,-1.41258279072369,0.381597255395188,-3.70575298344411,0.000210763636470918,0.0218184207855136
"ENSG00000202314.1",481.993578233521,-1.63127717164268,0.443544518372214,-3.70418347072881,0.000212072730935161,0.0218184207855136
"ENSG00000207031.1",1945.10630193573,-1.4252437018493,0.388719095310909,-3.66562107156615,0.000246739044728599,0.0232894242774383
"ENSG00000252695.1",9.02394326599055,1.41573243920552,0.393900864024233,3.60590118723263,0.000311071497462053,0.0278163407467383
"ENSG00000242360.3",4.02483047493127,2.18685239317546,0.502015938958933,4.10718372522174,4.00512644726461e-05,0.00756078870433619
"ENSG00000202347.1",8.77223163106259,2.81017422572467,0.448224380712644,5.82682420407291,5.64920647615209e-09,6.39866786865493e-06
"ENSG00000222489.1",71.872686793473,-1.57292913428984,0.410588793009034,-3.82826570695511,0.000129049396944992,0.016241105585892
"ENSG00000243700.3",4.76609141233865,2.35981021879713,0.482826254659685,4.58939888054679,4.44524272887524e-06,0.0013731758902471
"ENSG00000100811.14",14.5051187210488,-1.42488646831178,0.401376438607152,-3.49991463429509,0.000465407174678202,0.035942126808103
"ENSG00000242894.3",34.1099625103246,3.05684237449237,0.404950608551229,7.42020350273368,1.16940514500711e-13,3.97363868273417e-10
"ENSG00000199568.1",39.2208715355848,-1.30337969923534,0.371783992074944,-3.50367355882628,0.000458887512919293,0.035942126808103
"ENSG00000261441.1",52.8479698586655,-1.35613560890122,0.347446880765027,-3.88228457682402,0.000103479676115655,0.0146509974767081
"ENSG00000222076.1",19.0902889380248,1.77022379161182,0.377513253862545,4.75953953905493,1.94035113197155e-06,0.000659331314643931
"ENSG00000140740.11",3.25265302990462,-1.92054415745226,0.503050037292199,-3.55876311633273,0.000372605398401159,0.0306494526729191
"ENSG00000258947.8",19.0219868727956,-1.94297904687014,0.548314083797684,-3.46573845999031,0.000528777384120463,0.039928567805363
"ENSG00000275084.4",30.0075775965376,-2.1014865318134,0.417262719442937,-5.00763583927545,5.51026615621593e-07,0.00026748406284031
"ENSG00000212163.6",63.7173759220013,-1.67135529645969,0.388493485318498,-4.3093828105251,1.63710779838793e-05,0.00397349449923013
"ENSG00000238793.1",57.2108129969242,-2.16839914137059,0.434339313176912,-5.06554875600513,4.07225529647086e-07,0.00026748406284031
"ENSG00000238531.1",1187.44177997787,-2.11608910357717,0.429605440565588,-4.93395035696538,8.05829293523756e-07,0.000342275992424215
"ENSG00000209702.1",1137.75072426105,-1.29057964439943,0.349088146673479,-3.69682511152235,0.000218312627047517,0.0218184207855136
"ENSG00000240106.2",6.46429585813521,2.53728737989055,0.478217527999194,5.02133643274209,5.13131903375846e-07,0.00026748406284031
"ENSG00000252635.1",4.2813235215487,1.74937459211757,0.475983394668123,3.58282481757385,0.000339898565725386,0.0288743831583716
"ENSG00000240474.3",5.0627619234225,1.95130344633218,0.465355035584203,4.08104549228204,4.48335780980168e-05,0.00801813149352953
"ENSG00000207175.1",24.6236118677886,1.61753406845158,0.336615422674828,4.79061890676049,1.66267655651617e-06,0.000627752771004662
